CustomerID,Recency,Frequency,Monetary,cluster
13752,124,6,1164.48,0
13753,287,1,741.26,1
13754,151,2,282.6,1
13755,3,9,2058.08,0
13756,2,14,5189.52,2
13758,11,7,3190.55,0
13759,33,2,659.41,0
13760,54,2,286.79,0
13761,50,2,1070.65,0
13762,218,1,306.72,1
13763,63,1,1714.96,0
13764,70,3,1514.08,0
13767,2,19,9370.52,2
13769,2,10,2796.51,2
13771,64,4,2634.45,0
13772,33,3,1113.13,0
13774,81,1,345.0,0
13777,0,19,9370.52,2
13778,103,1,178.7,0
13780,7,2,360.01,0
13781,250,1,127.84,1
13782,12,6,905.72,0
13784,9,11,2462.79,2
13786,367,1,230.4,1
13787,75,2,309.04,0
13790,4,1,348.8,0
13791,127,2,1516.0,0
13792,66,2,195.55,0
13798,1,19,9370.52,2
13799,116,2,688.86,0
13800,309,1,558.32,1
13801,66,1,324.8,0
13802,138,3,4599.42,0
13803,255,1,277.07,1
13804,30,7,2540.99,0
13805,52,2,924.6,0
13806,63,1,256.38,0
13807,367,1,112.6,1
13808,5,5,1747.66,0
13809,305,1,155.05,1
13810,28,2,827.51,0
13811,183,2,519.75,1
13812,42,3,485.0,0
13813,39,4,1168.86,0
13814,92,2,1579.12,0
13815,22,4,3667.36,0
13816,23,2,499.67,0
13817,29,2,328.98,0
13819,301,3,1140.35,1
13821,144,2,385.64,0
13822,5,2,632.0,0
13823,18,2,957.66,0
13824,32,5,1698.94,0
13826,176,1,189.5,1
13827,57,3,407.55,0
13828,22,1,209.49,0
13831,16,6,2193.91,0
13832,19,1,52.2,0
13833,159,1,382.9,1
13835,25,4,834.57,0
13837,211,2,261.94,1
13838,5,4,660.16,0
13841,252,1,85.0,1
13842,58,9,3385.62,2
13844,11,1,361.62,0
13845,64,1,312.98,0
13846,24,3,865.06,0
13848,92,3,1255.0,0
13849,51,2,1537.95,0
13850,129,1,1595.48,0
13851,95,3,2651.46,0
13853,57,1,1090.14,0
13854,8,19,8109.52,2
13856,168,3,388.5,1
13858,57,1,216.17,0
13859,326,1,201.16,1
13860,1,5,1245.9,0
13862,18,8,2209.36,0
13863,247,1,305.78,1
13865,58,4,501.56,0
13866,74,1,145.67,0
13867,31,3,994.89,0
13868,7,2,3192.54,0
13869,123,4,3062.35,0
13870,2,8,2770.94,0
13871,22,13,6403.25,2
13873,119,3,389.6,0
13874,358,1,540.45,1
13875,53,5,1786.79,0
13876,63,1,122.7,0
13877,86,1,117.24,0
13878,54,1,1261.61,0
13880,21,13,3219.77,2
13881,3,19,9370.52,2
13882,2,5,1191.13,0
13883,10,5,2674.48,0
13884,7,5,787.6,0
13885,189,2,506.8,1
13886,71,1,243.56,0
13887,204,1,349.55,1
13888,119,2,585.71,0
13889,92,1,416.9,0
13890,1,10,1883.81,0
13892,26,4,632.97,0
13893,297,1,821.1,1
13894,23,3,564.62,0
13895,28,4,2593.07,0
13897,50,1,311.16,0
13898,325,1,155.93,1
13899,16,2,388.52,0
13900,183,3,740.95,1
13901,72,5,2867.2,0
13904,37,2,332.64,0
13908,79,4,2319.55,0
13911,57,9,2580.91,0
13914,11,2,626.45,0
13917,49,2,272.04,0
13918,49,2,1212.84,0
13919,59,2,348.81,0
13922,351,1,172.25,1
13923,53,1,351.13,0
13924,1,6,1838.85,0
13925,92,4,678.25,0
13926,23,1,223.85,0
13927,74,1,348.99,0
13928,10,4,464.57,0
13929,169,2,842.65,1
13930,57,2,337.34,0
13931,95,2,1237.53,0
13932,294,1,307.4,1
13933,109,2,608.79,0
13934,263,1,922.1,1
13936,179,1,376.58,1
13937,169,1,158.85,1
13938,35,1,71.66,0
13939,23,3,568.55,0
13940,17,4,839.14,0
13941,21,5,5112.96,2
13946,79,3,561.57,0
13947,65,1,90.6,0
13948,360,1,102.0,1
13949,2,6,2427.32,0
13950,11,4,745.06,0
13951,176,3,674.45,1
13952,217,2,3251.07,1
13953,7,7,3515.68,0
13954,1,2,439.92,0
13955,154,2,322.96,1
13956,5,5,1012.12,0
13959,79,3,589.88,0
13960,21,2,230.22,0
13962,21,2,169.55,0
13963,308,4,664.54,1
13967,145,1,80.7,0
13969,7,18,8994.4,2
13971,18,8,2758.26,0
13972,70,2,190.25,0
13973,287,1,264.7,1
13974,49,1,413.59,0
13975,31,6,2396.2,0
13976,206,1,357.98,1
13978,14,2,196.79,0
13979,73,1,869.87,0
13980,60,1,200.14,0
13982,39,4,1871.81,0
13983,29,12,2603.43,2
13984,26,5,920.51,0
13985,4,15,7060.13,2
13986,17,1,320.46,0
13988,19,6,4147.96,0
13989,65,2,1266.08,0
13990,213,1,311.3,1
13991,12,6,848.79,0
13992,30,1,76.8,0
13993,42,9,3466.36,2
13994,3,6,2235.14,0
13995,15,5,1393.69,0
13999,10,12,3901.81,2
14000,211,1,635.66,1
14001,45,3,2043.08,0
14002,134,2,529.73,0
14004,43,7,4582.64,2
14005,9,5,2874.72,0
14006,115,3,962.19,0
14009,198,2,695.61,1
14012,277,1,328.8,1
14013,110,3,473.02,0
14014,77,1,505.18,0
14015,52,1,917.34,0
14016,161,4,4291.21,0
14019,46,3,1421.61,0
14020,16,2,642.8,0
14021,155,3,631.9,0
14022,225,1,440.0,1
14023,7,2,584.07,0
14024,121,2,327.7,0
14027,60,1,104.82,0
14029,63,2,467.66,0
14030,18,8,2357.59,0
14031,7,19,9370.52,2
14032,2,11,2975.59,2
14034,22,3,645.96,0
14035,28,5,1428.02,0
14036,284,1,626.65,1
14037,176,2,147.2,1
14038,78,3,1560.38,0
14039,33,1,152.2,0
14040,40,12,3505.72,2
14041,266,1,141.41,1
14044,26,4,640.02,0
14045,109,4,1659.75,0
14046,284,1,151.59,1
14047,8,5,1308.61,0
14048,305,1,409.93,1
14049,16,4,5475.72,0
14050,31,2,746.36,0
14051,0,19,9370.52,2
14052,19,1,225.36,0
14053,124,2,260.25,0
14054,65,1,92.46,0
14055,106,1,725.64,0
14056,1,19,8108.17,2
14057,23,17,6205.36,2
14059,266,1,183.6,1
14060,4,19,6140.42,2
14062,9,12,9370.52,2
14064,29,5,1314.94,0
14066,266,1,152.55,1
14067,63,2,374.7,0
14068,320,1,265.85,1
14071,3,8,1421.5,0
14073,32,1,151.04,0
14075,4,3,942.26,0
14076,129,1,114.87,0
14077,40,5,499.42,0
14078,101,6,1049.37,0
14079,124,1,375.1,0
14080,32,1,45.6,0
14081,302,2,908.72,1
14082,364,1,182.25,1
14083,4,9,987.37,0
14085,2,18,4394.04,2
14087,2,1,188.52,0
14088,10,13,9370.52,2
14089,56,1,156.5,0
14090,324,1,76.32,1
14092,7,14,4076.91,2
14093,12,1,426.12,0
14096,4,17,9370.52,2
14098,36,1,147.35,0
14099,16,11,3104.17,2
14100,137,1,189.0,0
14101,73,6,5976.79,2
14102,5,5,999.98,0
14104,154,2,216.21,1
14105,239,1,1266.23,1
14107,51,7,2703.23,0
14108,30,2,597.91,0
14109,72,1,144.2,0
14110,3,12,5683.15,2
14111,14,4,692.85,0
14112,22,7,2915.15,0
14113,3,4,1840.42,0
14114,273,2,386.53,1
14116,19,5,1382.74,0
14117,143,1,90.0,0
14121,3,4,2780.15,0
14124,84,1,419.58,0
14125,10,3,2700.83,0
14126,7,3,706.13,0
14127,122,3,709.71,0
14128,60,2,637.5,0
14129,1,5,1123.86,0
14130,319,1,477.96,1
14132,2,11,3586.03,2
14133,129,3,605.64,0
14135,1,15,4690.31,2
14138,1,2,949.38,0
14139,46,1,415.82,0
14140,3,2,935.05,0
14141,2,4,915.13,0
14142,373,1,311.81,1
14143,133,1,115.8,0
14145,46,4,3742.2,0
14146,8,5,4191.0,0
14147,78,2,483.4,0
14148,233,1,157.2,1
14149,220,1,446.62,1
14150,35,2,658.64,0
14152,75,2,621.29,0
14154,239,2,1345.62,1
14155,266,1,118.75,1
14156,9,19,9370.52,2
14157,19,2,416.9,0
14158,40,1,507.66,0
14159,19,11,4568.68,2
14161,215,3,1084.72,1
14162,173,2,289.36,1
14163,87,4,2445.91,0
14164,70,2,1631.77,0
14165,275,1,118.34,1
14167,39,4,550.34,0
14171,98,1,363.79,0
14173,10,4,450.84,0
14174,33,1,134.46,0
14175,59,3,3222.3,0
14176,297,4,576.9,1
14177,86,4,539.51,0
14178,8,7,1562.54,0
14179,40,2,686.44,0
14180,10,19,4748.52,2
14184,66,1,452.89,0
14185,331,1,197.65,1
14188,30,6,2054.36,0
14189,2,15,4654.08,2
14191,1,13,4684.76,2
14193,67,2,853.39,0
14194,4,19,9370.52,2
14195,201,2,1012.0,1
14196,106,1,335.52,0
14198,18,4,701.4,0
14199,218,1,185.4,1
14201,60,7,747.44,0
14204,2,1,140.19,0
14205,16,2,466.7,0
14206,239,1,328.16,1
14208,94,1,151.74,0
14209,10,6,2073.43,0
14210,105,6,1905.84,0
14211,53,9,2241.1,0
14212,89,1,1070.48,0
14214,30,5,1004.38,0
14215,11,6,1789.72,0
14216,3,4,1839.3,0
14217,1,17,2004.98,2
14218,42,1,169.48,0
14219,4,1,89.94,0
14220,247,2,632.4,1
14221,42,9,3432.8,2
14222,177,1,683.17,1
14223,92,3,991.13,0
14224,110,4,979.24,0
14226,28,5,2197.39,0
14227,26,10,3350.96,2
14229,51,3,1547.2,0
14231,183,3,925.71,1
14232,42,5,2048.07,0
14233,49,4,1462.72,0
14234,22,4,734.03,0
14235,75,5,3144.86,0
14236,80,2,490.86,0
14237,373,1,161.0,1
14238,326,1,146.85,1
14239,43,11,2380.85,2
14240,30,2,890.34,0
14241,183,1,213.7,1
14242,234,2,280.55,1
14243,8,10,2588.77,2
14245,219,2,1693.45,1
14246,110,3,1474.06,0
14247,278,1,136.77,1
14248,318,1,302.58,1
14250,7,3,1904.05,0
14251,1,5,2879.7,0
14256,260,2,969.06,1
14257,64,5,3099.72,0
14258,9,9,9370.52,2
14259,141,1,120.0,0
14261,50,2,1163.45,0
14262,8,8,2618.23,0
14264,154,2,333.97,1
14265,109,2,530.18,0
14267,162,3,1516.24,1
14270,331,1,492.65,1
14271,225,1,112.32,1
14272,73,2,437.96,0
14273,51,4,559.97,0
14276,98,3,1119.74,0
14277,15,3,4123.8,0
14280,196,1,134.04,1
14282,3,15,3673.54,2
14284,30,2,595.25,0
14285,21,4,1910.01,0
14286,23,3,4628.75,0
14287,8,3,176.63,0
14288,213,1,426.6,1
14289,8,6,911.26,0
14290,11,5,2314.65,0
14291,1,11,3883.25,2
14292,7,9,4871.93,2
14293,3,4,1046.56,0
14295,40,1,166.2,0
14297,17,4,1305.33,0
14298,8,19,9370.52,2
14299,8,9,3965.62,2
14300,18,1,43.2,0
14301,117,1,640.14,0
14304,222,1,383.45,1
14305,71,3,1858.96,0
14306,51,2,2093.32,0
14307,88,6,2995.72,0
14309,8,9,2352.53,0
14311,242,1,310.26,1
14312,46,6,1611.59,0
14314,106,1,120.0,0
14315,44,6,2481.13,0
14317,64,1,508.58,0
14320,206,2,477.79,1
14321,10,5,1530.75,0
14323,114,2,605.06,0
14326,242,1,183.85,1
14327,163,1,311.65,1
14329,17,7,4935.64,2
14331,124,2,462.66,0
14332,22,3,814.11,0
14333,67,1,415.2,0
14334,16,8,2552.21,0
14335,16,2,441.46,0
14336,16,4,1614.91,0
14338,161,2,588.22,1
14339,242,1,309.52,1
14340,218,1,134.7,1
14341,45,8,2151.68,0
14342,21,4,668.56,0
14344,127,8,889.93,0
14345,38,1,108.98,0
14346,120,2,1021.58,0
14348,260,1,409.57,1
14349,10,1,133.5,0
14350,274,1,282.93,1
14351,164,1,51.0,1
14352,157,4,1078.96,0
14353,215,1,90.6,1
14354,5,2,163.62,0
14355,365,1,174.4,1
14356,79,2,701.23,0
14357,43,1,224.47,0
14359,19,3,912.18,0
14360,31,4,2107.83,0
14362,22,1,141.8,0
14364,108,8,3717.35,2
14367,8,16,9194.12,2
14368,319,1,155.0,1
14371,295,1,100.5,1
14373,358,1,76.55,1
14375,185,1,217.38,1
14377,191,2,617.05,1
14379,44,2,348.1,0
14381,52,1,202.68,0
14382,26,1,604.91,0
14383,38,3,1247.69,0
14385,9,3,202.11,0
14386,296,1,142.4,1
14387,32,3,1684.64,0
14388,10,8,3212.84,0
14389,65,2,1043.46,0
14390,10,9,4632.32,2
14393,218,1,67.95,1
14395,2,9,3452.11,2
14396,65,2,487.99,0
14397,2,19,2612.96,2
14400,149,1,574.7,1
14401,4,13,4051.48,2
14403,130,4,1475.81,0
14404,33,6,1424.32,0
14406,119,1,156.75,0
14407,107,5,2142.73,0
14408,10,7,2591.53,0
14409,71,6,2059.45,0
14410,92,9,1096.17,0
14411,310,1,1063.0,1
14412,42,2,770.03,0
14413,362,1,119.4,1
14414,91,7,1496.98,0
14415,1,13,5814.61,2
14416,22,2,490.22,0
14418,3,3,1937.25,0
14419,10,6,1045.52,0
14420,99,1,387.52,0
14421,57,2,813.11,0
14422,0,6,4263.64,0
14423,218,1,265.2,1
14424,17,1,322.08,0
14426,23,10,4481.67,2
14427,50,2,363.34,0
14428,7,5,1203.29,0
14431,302,1,470.36,1
14432,9,6,2243.41,0
14434,21,6,1372.8,0
14436,98,1,89.06,0
14437,365,1,63.0,1
14438,306,1,131.9,1
14439,319,1,2661.24,1
14440,8,5,2357.68,0
14441,0,4,1712.89,0
14442,204,2,1589.82,1
14443,53,4,1420.2,0
14446,0,4,978.4,0
14447,18,5,1163.23,0
14448,9,2,375.35,0
14449,18,4,864.5,0
14450,180,3,483.25,1
14451,60,2,625.21,0
14452,10,2,253.66,0
14453,190,1,119.93,1
14456,5,9,2972.53,2
14457,310,1,113.64,1
14459,155,1,1837.92,1
14460,110,3,434.34,0
14461,148,3,2102.67,0
14462,66,11,1952.12,2
14463,98,3,529.62,0
14465,246,3,1018.26,1
14466,29,7,2272.4,0
14467,17,4,593.76,0
14470,11,2,461.19,0
14472,103,8,1784.15,0
14473,74,2,234.34,0
14474,46,1,547.66,0
14475,71,3,925.85,0
14476,257,1,170.3,1
14477,19,4,1309.6,0
14479,253,2,316.25,1
14480,11,1,279.05,0
14481,164,2,636.51,1
14482,18,6,1977.47,0
14483,281,1,137.1,1
14484,50,1,321.92,0
14485,38,1,159.85,0
14487,26,6,1134.63,0
14488,67,1,1064.28,0
14489,207,1,463.38,1
14491,175,2,340.93,1
14493,7,5,2383.24,0
14494,25,1,139.56,0
14495,50,2,123.8,0
14496,311,2,538.81,1
14497,309,1,475.37,1
14498,42,5,1957.32,0
14499,26,3,801.56,0
14500,88,3,356.85,0
14501,183,2,251.21,1
14502,19,11,2385.95,2
14503,3,6,3543.26,0
14504,47,4,673.26,0
14505,17,8,5813.22,2
14506,17,5,1914.96,0
14507,23,6,1352.58,0
14508,22,2,259.68,0
14511,11,5,1314.81,0
14512,187,2,275.28,1
14513,100,3,455.59,0
14514,61,3,942.75,0
14515,17,6,2059.19,0
14517,33,2,330.45,0
14518,64,1,174.37,0
14520,1,2,270.6,0
14522,24,4,974.54,0
14523,108,1,241.09,0
14524,31,9,1819.98,0
14525,19,9,4144.45,2
14527,2,19,8504.44,2
14528,37,1,364.22,0
14529,60,3,540.07,0
14530,25,6,2798.31,0
14532,236,4,932.85,1
14533,24,7,1949.72,0
14534,2,18,4345.9,2
14535,60,3,2845.49,0
14536,259,1,170.1,1
14537,57,1,355.56,0
14538,64,2,388.25,0
14539,15,2,537.48,0
14540,9,3,909.06,0
14541,58,8,1447.55,0
14542,185,1,103.25,1
14543,28,16,3529.48,2
14544,24,2,1990.1,0
14546,5,5,2569.77,0
14547,3,8,3945.56,2
14548,150,2,652.8,0
14549,311,1,289.24,1
14550,10,2,749.12,0
14551,18,2,186.23,0
14552,151,1,163.37,1
14553,19,5,859.27,0
14554,10,4,2177.94,0
14555,57,2,300.94,0
14557,85,1,788.38,0
14560,7,19,2237.77,2
14561,75,3,1080.76,0
14562,3,18,4938.77,2
14565,95,4,2949.12,0
14566,110,1,1432.0,0
14567,56,2,1530.36,0
14569,1,1,227.39,0
14570,280,2,217.21,1
14572,3,7,2776.24,0
14573,179,9,1626.22,1
14576,372,1,35.4,1
14577,12,4,859.71,0
14578,3,1,168.63,0
14581,16,1,138.6,0
14582,40,1,114.11,0
14583,5,5,929.22,0
14584,169,4,1023.86,1
14585,50,1,157.05,0
14586,276,1,237.36,1
14587,18,9,1559.44,0
14589,371,1,39.75,1
14591,15,4,1209.48,0
14592,35,3,545.42,0
14593,21,3,616.31,0
14594,7,2,346.83,0
14595,19,6,1740.6,0
14597,11,2,849.33,0
14598,44,1,221.97,0
14600,305,1,393.33,1
14601,10,1,213.96,0
14603,274,1,660.0,1
14606,1,19,9370.52,2
14607,15,12,9370.52,2
14608,4,4,1785.15,0
14609,72,4,601.56,0
14616,242,3,406.08,1
14618,9,3,553.44,0
14619,245,1,394.44,1
14620,205,2,412.78,1
14621,1,5,1788.36,0
14622,184,1,320.58,1
14623,32,5,879.47,0
14624,57,2,225.85,0
14625,196,2,899.63,1
14626,23,4,2791.27,0
14628,91,2,671.96,0
14629,4,2,951.51,0
14631,50,3,1006.98,0
14632,262,1,114.56,1
14633,266,1,344.9,1
14636,36,2,609.85,0
14638,50,1,443.6,0
14639,52,6,2984.49,0
14640,24,6,2089.68,0
14641,21,1,110.46,0
14642,58,1,96.12,0
14643,170,2,693.81,1
14644,67,2,830.76,0
14645,156,2,597.09,1
14646,1,19,9370.52,2
14647,201,1,228.86,1
14649,4,4,1389.99,0
14651,67,2,652.9,0
14652,77,1,114.18,0
14653,1,7,1900.0,0
14655,8,4,1932.23,0
14656,169,2,291.05,1
14657,17,4,848.22,0
14658,5,2,247.15,0
14659,8,9,2529.93,0
14660,86,2,285.74,0
14661,26,1,107.95,0
14662,28,4,711.57,0
14664,19,2,634.59,0
14665,60,5,1835.7,0
14666,24,1,179.95,0
14667,10,19,9104.63,2
14669,241,3,1248.49,1
14670,280,2,375.25,1
14672,234,2,765.55,1
14673,3,5,1736.4,0
14675,16,1,588.39,0
14676,31,6,2548.24,0
14680,25,16,9370.52,2
14681,71,3,498.95,0
14682,187,2,52.0,1
14684,25,5,1170.04,0
14687,106,1,628.38,0
14688,7,19,5527.33,2
14689,208,1,112.8,1
14690,44,2,338.4,0
14691,30,5,2114.33,0
14692,137,4,591.55,0
14693,264,1,172.9,1
14696,4,7,2078.95,0
14697,218,2,188.61,1
14698,1,5,1183.78,0
14699,214,1,109.13,1
14700,32,3,2154.9,0
14701,10,9,2502.81,0
14702,1,17,3211.44,2
14703,14,1,318.17,0
14704,19,7,1408.67,0
14705,198,1,179.0,1
14708,2,3,1126.37,0
14709,15,13,4921.04,2
14710,14,4,592.83,0
14711,10,11,2813.39,2
14712,29,3,917.07,0
14713,9,11,2658.04,2
14714,24,1,160.19,0
14715,24,4,867.38,0
14716,43,2,285.34,0
14719,1,5,1561.55,0
14720,5,3,663.81,0
14722,147,1,172.92,0
14723,10,6,1085.11,0
14725,24,1,593.08,0
14727,274,1,268.58,1
14729,373,1,313.49,1
14730,1,8,1796.37,0
14731,47,3,380.02,0
14732,8,8,2702.49,0
14733,16,12,9370.52,2
14735,3,19,6050.69,2
14737,3,3,1164.55,0
14738,42,7,1314.45,0
14739,4,7,3902.28,2
14740,197,3,1448.21,1
14741,11,6,1400.34,0
14744,16,7,1099.98,0
14745,112,5,1220.26,0
14747,249,1,328.2,1
14748,29,5,1415.75,0
14752,43,1,389.64,0
14753,87,1,563.15,0
14754,44,2,638.05,0
14755,9,11,5010.28,2
14756,15,1,738.96,0
14757,75,1,420.5,0
14758,144,4,1484.06,0
14759,4,3,1625.97,0
14760,297,1,89.2,1
14761,58,2,255.9,0
14762,263,1,300.52,1
14764,46,1,278.3,0
14765,29,3,254.11,0
14766,8,6,2473.37,0
14768,17,2,192.6,0
14769,2,8,9370.52,2
14770,232,2,876.42,1
14772,112,1,139.26,0
14775,58,3,1011.9,0
14776,51,11,2538.3,2
14778,127,2,730.86,0
14779,280,3,386.15,1
14780,54,2,447.68,0
14782,319,1,200.1,1
14784,26,2,289.99,0
14785,10,2,77.4,0
14788,7,2,679.44,0
14789,28,1,197.64,0
14790,16,4,745.06,0
14792,63,1,6.2,0
14793,21,1,228.99,0
14794,2,7,1319.91,0
14795,166,1,131.45,1
14796,1,17,7926.93,2
14798,52,3,173.74,0
14799,51,1,157.7,0
14800,47,12,4323.84,2
14801,61,1,185.54,0
14803,162,3,845.55,1
14804,8,1,353.27,0
14805,15,4,538.15,0
14806,75,1,193.39,0
14808,39,8,2696.03,0
14810,40,11,2082.78,2
14813,369,2,150.33,1
14815,36,2,778.5,0
14816,197,1,271.85,1
14817,200,2,1010.34,1
14818,73,3,657.8,0
14819,64,2,272.07,0
14820,21,4,507.29,0
14821,366,1,48.8,1
14823,180,3,321.43,1
14824,10,4,1127.71,0
14825,3,12,2215.11,2
14828,196,3,2139.76,1
14829,29,4,697.55,0
14830,53,1,179.78,0
14834,17,6,1720.3,0
14836,10,3,102.45,0
14837,89,4,1649.5,0
14840,267,1,62.85,1
14841,53,6,3295.76,0
14842,43,4,2824.69,0
14844,63,4,3189.81,0
14847,148,1,309.4,1
14849,21,19,7930.54,2
14850,311,1,325.75,1
14851,23,2,511.35,0
14852,58,6,2836.69,0
14853,24,2,475.8,0
14854,78,7,2720.23,0
14855,119,2,645.65,0
14856,36,3,1269.68,0
14857,59,2,1173.12,0
14859,12,4,1353.74,0
14860,19,1,170.32,0
14861,52,1,125.79,0
14862,25,2,841.2,0
14863,29,1,266.76,0
14865,7,2,52.2,0
14866,10,11,9370.52,2
14867,185,3,710.28,1
14868,3,8,2953.59,0
14869,8,2,717.2,0
14870,261,1,327.25,1
14871,3,4,480.18,0
14873,210,1,519.68,1
14875,107,2,1465.32,0
14878,12,9,1466.64,0
14880,77,3,674.99,0
14881,19,1,255.4,0
14882,26,2,589.7,0
14883,18,6,761.59,0
14885,131,1,765.32,0
14886,252,1,364.8,1
14887,79,1,1862.0,0
14888,207,1,369.2,1
14889,336,1,135.9,1
14890,253,1,125.65,1
14891,148,2,554.38,0
14893,9,2,1237.85,0
14894,85,1,655.75,0
14895,7,19,9370.52,2
14896,204,2,468.77,1
14897,7,4,1366.38,0
14898,23,6,1235.1,0
14901,11,9,1421.29,0
14902,25,1,332.66,0
14903,21,5,2784.98,0
14904,2,2,1025.44,0
14905,157,2,616.15,1
14907,3,7,3501.1,0
14908,74,1,277.8,0
14910,2,4,434.35,0
14911,1,19,9370.52,2
14912,16,2,867.85,0
14913,35,4,1227.43,0
14915,91,2,307.48,0
14916,70,4,1268.98,0
14918,115,2,1610.15,0
14920,212,2,977.77,1
14921,30,2,1316.07,0
14923,50,1,749.1,0
14924,245,1,310.05,1
14929,32,1,223.88,0
14930,108,3,2353.06,0
14931,4,4,864.68,0
14932,365,1,313.53,1
14934,81,2,1890.94,0
14935,297,1,1784.71,1
14936,33,8,8137.02,2
14937,56,3,1621.88,0
14944,29,12,5900.25,2
14946,14,1,100.9,0
14947,72,2,290.82,0
14948,23,6,1101.97,0
14950,19,1,371.2,0
14951,79,1,311.69,0
14952,59,11,8099.49,2
14953,25,1,281.52,0
14954,12,1,253.53,0
14957,253,1,58.49,1
14958,147,3,467.78,0
14959,64,4,695.42,0
14960,8,2,221.27,0
14961,10,9,7044.68,2
14962,270,1,126.7,1
14963,9,5,1456.88,0
14964,247,1,206.21,1
14965,96,2,593.18,0
14966,14,1,174.72,0
14967,49,1,463.8,0
14968,30,1,147.59,0
14970,68,4,1592.06,0
14971,35,3,1079.39,0
14972,128,1,114.77,0
14973,107,3,1314.45,0
14974,37,1,65.49,0
14975,57,1,279.94,0
14976,57,6,774.86,0
14978,72,5,1911.32,0
14981,246,1,102.12,1
14984,19,2,191.47,0
14985,198,2,287.27,1
14987,15,2,326.4,0
14988,211,1,334.54,1
14995,38,2,230.73,0
14997,46,3,546.2,0
14998,170,2,399.87,1
15000,47,1,490.52,0
15002,115,4,1641.76,0
15004,147,1,1203.13,0
15005,15,19,6272.47,2
15006,51,1,459.97,0
15007,159,1,156.91,1
15009,12,3,1257.08,0
15010,35,1,308.94,0
15012,53,2,387.04,0
15014,43,2,256.42,0
15016,172,1,170.04,1
15017,33,1,125.58,0
15018,38,3,496.21,0
15019,266,1,239.62,1
15021,8,9,1832.4,0
15022,11,4,808.24,0
15023,3,11,6623.36,2
15024,9,10,1611.53,0
15025,33,1,348.56,0
15026,80,3,464.2,0
15027,30,4,1066.15,0
15028,8,4,627.13,0
15030,71,2,518.28,0
15031,4,4,638.24,0
15032,256,3,4959.1,1
15033,4,10,2524.39,2
15034,15,8,4239.71,2
15035,89,1,252.73,0
15036,72,3,406.07,0
15038,58,6,665.99,0
15039,9,19,9370.52,2
15041,170,1,179.51,1
15042,199,1,135.93,1
15043,31,1,537.0,0
15044,19,17,7598.98,2
15045,151,2,735.66,0
15046,9,15,4948.12,2
15047,269,1,343.62,1
15048,65,4,377.95,0
15049,273,1,121.17,1
15050,25,3,1693.29,0
15051,23,3,1375.11,0
15052,319,1,199.68,1
15053,4,3,690.11,0
15054,12,2,302.1,0
15057,275,2,1489.5,1
15058,25,11,2080.09,2
15059,40,9,1337.72,0
15060,8,4,284.16,0
15061,3,19,9370.52,2
15062,71,4,987.86,0
15063,213,1,370.8,1
15065,37,4,3158.13,0
15066,53,1,893.59,0
15067,78,3,1744.76,0
15068,46,2,553.36,0
15069,179,1,1109.53,1
15070,372,1,106.2,1
15071,93,2,982.07,0
15073,9,3,1043.41,0
15074,105,1,722.47,0
15075,77,1,773.03,0
15076,172,1,880.85,1
15078,7,19,9370.52,2
15079,212,4,895.61,1
15081,22,5,504.8,0
15083,256,1,88.2,1
15087,281,1,306.94,1
15088,21,2,1160.07,0
15089,10,6,2420.84,0
15090,308,1,381.32,1
15091,67,1,480.71,0
15092,215,2,457.81,1
15093,18,6,4597.02,2
15095,103,4,1370.6,0
15096,42,1,219.39,0
15097,4,1,248.08,0
15098,182,3,1595.4,1
15099,84,1,410.48,0
15100,333,3,876.0,1
15101,8,2,317.53,0
15103,31,2,703.36,0
15104,196,2,959.64,1
15105,18,7,2298.93,0
15106,17,5,1422.52,0
15107,311,6,319.5,1
15108,141,3,1159.25,0
15109,245,1,484.95,1
15110,23,4,996.1,0
15111,29,3,1567.48,0
15113,9,3,3409.14,0
15114,30,10,2760.56,2
15115,18,1,340.11,0
15116,17,4,1352.75,0
15117,14,5,1551.78,0
15118,134,1,244.8,0
15119,245,1,266.4,1
15120,133,1,358.82,0
15121,50,2,457.72,0
15122,114,3,1633.78,0
15123,7,2,2199.31,0
15124,22,2,184.19,0
15125,25,15,9370.52,2
15127,65,1,406.53,0
15128,60,4,1471.0,0
15129,50,11,3447.4,2
15130,169,1,330.11,1
15132,18,5,977.93,0
15133,127,3,982.42,0
15134,14,8,1387.99,0
15135,239,1,139.05,1
15136,2,4,1286.7,0
15139,239,2,178.96,1
15140,52,7,2354.25,0
15142,46,1,498.74,0
15143,225,1,259.45,1
15144,8,17,6580.44,2
15145,4,4,1194.73,0
15146,164,2,1327.16,1
15147,240,1,623.5,1
15148,10,1,301.29,0
15149,133,1,520.8,0
15150,17,10,5268.19,2
15152,9,13,4745.69,2
15153,31,1,329.25,0
15154,75,1,214.64,0
15156,1,3,961.49,0
15157,3,3,1936.07,0
15158,45,1,401.4,0
15159,1,19,9370.52,2
15160,357,1,158.16,1
15163,18,2,304.47,0
15164,68,3,806.11,0
15165,373,1,487.75,1
15167,320,1,154.6,1
15168,25,1,106.56,0
15171,331,1,1289.5,1
15172,8,5,1624.05,0
15174,322,1,135.75,1
15175,71,1,224.14,0
15178,260,1,40.5,1
15179,18,5,2206.95,0
15180,367,1,87.5,1
15181,66,3,689.48,0
15182,154,2,622.85,1
15184,29,2,397.64,0
15185,70,1,310.62,0
15186,14,2,411.41,0
15187,1,15,4762.18,2
15189,1,19,9370.52,2
