CustomerID,Recency,Frequency,Monetary
14009,198,2,695.61
14012,277,1,328.8
14013,110,3,473.02
14014,77,1,505.18
14015,52,1,917.34
14016,161,4,4291.21
14019,46,3,1421.61
14020,16,2,642.8
14021,155,3,631.9
14022,225,1,440.0
14023,7,2,584.07
14024,121,2,327.7
14027,60,1,104.82
14029,63,2,467.66
14030,18,8,2357.59
14031,7,19,9370.52
14032,2,11,2975.59
14034,22,3,645.96
14035,28,5,1428.02
14036,284,1,626.65
14037,176,2,147.2
14038,78,3,1560.38
14039,33,1,152.2
14040,40,12,3505.72
14041,266,1,141.41
14044,26,4,640.02
14045,109,4,1659.75
14046,284,1,151.59
14047,8,5,1308.61
14048,305,1,409.93
14049,16,4,5475.72
14050,31,2,746.36
14051,0,19,9370.52
14052,19,1,225.36
14053,124,2,260.25
14054,65,1,92.46
14055,106,1,725.64
14056,1,19,8108.17
14057,23,17,6205.36
14059,266,1,183.6
14060,4,19,6140.42
14062,9,12,9370.52
14064,29,5,1314.94
14066,266,1,152.55
14067,63,2,374.7
14068,320,1,265.85
14071,3,8,1421.5
14073,32,1,151.04
14075,4,3,942.26
14076,129,1,114.87
14077,40,5,499.42
14078,101,6,1049.37
14079,124,1,375.1
14080,32,1,45.6
14081,302,2,908.72
14082,364,1,182.25
14083,4,9,987.37
14085,2,18,4394.04
14087,2,1,188.52
14088,10,13,9370.52
14089,56,1,156.5
14090,324,1,76.32
14092,7,14,4076.91
14093,12,1,426.12
14096,4,17,9370.52
14098,36,1,147.35
14099,16,11,3104.17
14100,137,1,189.0
14101,73,6,5976.79
14102,5,5,999.98
14104,154,2,216.21
14105,239,1,1266.23
14107,51,7,2703.23
14108,30,2,597.91
14109,72,1,144.2
14110,3,12,5683.15
14111,14,4,692.85
14112,22,7,2915.15
14113,3,4,1840.42
14114,273,2,386.53
14116,19,5,1382.74
14117,143,1,90.0
14121,3,4,2780.15
14124,84,1,419.58
14125,10,3,2700.83
14126,7,3,706.13
14127,122,3,709.71
14128,60,2,637.5
14129,1,5,1123.86
14130,319,1,477.96
14132,2,11,3586.03
14133,129,3,605.64
14135,1,15,4690.31
14138,1,2,949.38
14139,46,1,415.82
14140,3,2,935.05
14141,2,4,915.13
14142,373,1,311.81
14143,133,1,115.8
14145,46,4,3742.2
14146,8,5,4191.0
14147,78,2,483.4
14148,233,1,157.2
14149,220,1,446.62
14150,35,2,658.64
14152,75,2,621.29
14154,239,2,1345.62
14155,266,1,118.75
14156,9,19,9370.52
14157,19,2,416.9
14158,40,1,507.66
14159,19,11,4568.68
14161,215,3,1084.72
14162,173,2,289.36
14163,87,4,2445.91
14164,70,2,1631.77
14165,275,1,118.34
14167,39,4,550.34
14171,98,1,363.79
14173,10,4,450.84
14174,33,1,134.46
14175,59,3,3222.3
14176,297,4,576.9
14177,86,4,539.51
14178,8,7,1562.54
14179,40,2,686.44
14180,10,19,4748.52
14184,66,1,452.89
14185,331,1,197.65
14188,30,6,2054.36
14189,2,15,4654.08
14191,1,13,4684.76
14193,67,2,853.39
14194,4,19,9370.52
14195,201,2,1012.0
14196,106,1,335.52
14198,18,4,701.4
14199,218,1,185.4
14201,60,7,747.44
14204,2,1,140.19
14205,16,2,466.7
14206,239,1,328.16
14208,94,1,151.74
14209,10,6,2073.43
14210,105,6,1905.84
14211,53,9,2241.1
14212,89,1,1070.48
14214,30,5,1004.38
14215,11,6,1789.72
14216,3,4,1839.3
14217,1,17,2004.98
14218,42,1,169.48
14219,4,1,89.94
14220,247,2,632.4
14221,42,9,3432.8
14222,177,1,683.17
14223,92,3,991.13
14224,110,4,979.24
14226,28,5,2197.39
14227,26,10,3350.96
14229,51,3,1547.2
14231,183,3,925.71
14232,42,5,2048.07
14233,49,4,1462.72
14234,22,4,734.03
14235,75,5,3144.86
14236,80,2,490.86
14237,373,1,161.0
14238,326,1,146.85
14239,43,11,2380.85
14240,30,2,890.34
14241,183,1,213.7
14242,234,2,280.55
14243,8,10,2588.77
14245,219,2,1693.45
14246,110,3,1474.06
14247,278,1,136.77
14248,318,1,302.58
14250,7,3,1904.05
14251,1,5,2879.7
14256,260,2,969.06
14257,64,5,3099.72
14258,9,9,9370.52
14259,141,1,120.0
14261,50,2,1163.45
14262,8,8,2618.23
14264,154,2,333.97
14265,109,2,530.18
14267,162,3,1516.24
14270,331,1,492.65
14271,225,1,112.32
14272,73,2,437.96
14273,51,4,559.97
14276,98,3,1119.74
14277,15,3,4123.8
14280,196,1,134.04
14282,3,15,3673.54
14284,30,2,595.25
14285,21,4,1910.01
14286,23,3,4628.75
14287,8,3,176.63
14288,213,1,426.6
14289,8,6,911.26
14290,11,5,2314.65
14291,1,11,3883.25
14292,7,9,4871.93
14293,3,4,1046.56
14295,40,1,166.2
14297,17,4,1305.33
14298,8,19,9370.52
14299,8,9,3965.62
14300,18,1,43.2
14301,117,1,640.14
14304,222,1,383.45
14305,71,3,1858.96
14306,51,2,2093.32
14307,88,6,2995.72
14309,8,9,2352.53
14311,242,1,310.26
14312,46,6,1611.59
14314,106,1,120.0
14315,44,6,2481.13
14317,64,1,508.58
14320,206,2,477.79
14321,10,5,1530.75
14323,114,2,605.06
14326,242,1,183.85
14327,163,1,311.65
14329,17,7,4935.64
14331,124,2,462.66
14332,22,3,814.11
14333,67,1,415.2
14334,16,8,2552.21
14335,16,2,441.46
14336,16,4,1614.91
14338,161,2,588.22
14339,242,1,309.52
14340,218,1,134.7
14341,45,8,2151.68
14342,21,4,668.56
14344,127,8,889.93
14345,38,1,108.98
14346,120,2,1021.58
14348,260,1,409.57
14349,10,1,133.5
14350,274,1,282.93
14351,164,1,51.0
14352,157,4,1078.96
14353,215,1,90.6
14354,5,2,163.62
14355,365,1,174.4
14356,79,2,701.23
14357,43,1,224.47
14359,19,3,912.18
14360,31,4,2107.83
14362,22,1,141.8
14364,108,8,3717.35
14367,8,16,9194.12
14368,319,1,155.0
14371,295,1,100.5
14373,358,1,76.55
14375,185,1,217.38
14377,191,2,617.05
14379,44,2,348.1
14381,52,1,202.68
14382,26,1,604.91
14383,38,3,1247.69
14385,9,3,202.11
14386,296,1,142.4
14387,32,3,1684.64
14388,10,8,3212.84
14389,65,2,1043.46
14390,10,9,4632.32
14393,218,1,67.95
14395,2,9,3452.11
14396,65,2,487.99
14397,2,19,2612.96
14400,149,1,574.7
14401,4,13,4051.48
14403,130,4,1475.81
14404,33,6,1424.32
14406,119,1,156.75
14407,107,5,2142.73
14408,10,7,2591.53
14409,71,6,2059.45
14410,92,9,1096.17
14411,310,1,1063.0
14412,42,2,770.03
14413,362,1,119.4
14414,91,7,1496.98
14415,1,13,5814.61
14416,22,2,490.22
14418,3,3,1937.25
14419,10,6,1045.52
14420,99,1,387.52
14421,57,2,813.11
14422,0,6,4263.64
14423,218,1,265.2
14424,17,1,322.08
14426,23,10,4481.67
14427,50,2,363.34
14428,7,5,1203.29
14431,302,1,470.36
14432,9,6,2243.41
14434,21,6,1372.8
14436,98,1,89.06
14437,365,1,63.0
14438,306,1,131.9
14439,319,1,2661.24
14440,8,5,2357.68
14441,0,4,1712.89
14442,204,2,1589.82
14443,53,4,1420.2
14446,0,4,978.4
14447,18,5,1163.23
14448,9,2,375.35
14449,18,4,864.5
14450,180,3,483.25
14451,60,2,625.21
14452,10,2,253.66
14453,190,1,119.93
14456,5,9,2972.53
14457,310,1,113.64
14459,155,1,1837.92
14460,110,3,434.34
14461,148,3,2102.67
14462,66,11,1952.12
14463,98,3,529.62
14465,246,3,1018.26
14466,29,7,2272.4
14467,17,4,593.76
14470,11,2,461.19
14472,103,8,1784.15
14473,74,2,234.34
14474,46,1,547.66
14475,71,3,925.85
14476,257,1,170.3
14477,19,4,1309.6
14479,253,2,316.25
14480,11,1,279.05
14481,164,2,636.51
14482,18,6,1977.47
14483,281,1,137.1
14484,50,1,321.92
14485,38,1,159.85
14487,26,6,1134.63
14488,67,1,1064.28
14489,207,1,463.38
14491,175,2,340.93
14493,7,5,2383.24
14494,25,1,139.56
14495,50,2,123.8
14496,311,2,538.81
14497,309,1,475.37
14498,42,5,1957.32
14499,26,3,801.56
14500,88,3,356.85
14501,183,2,251.21
14502,19,11,2385.95
14503,3,6,3543.26
14504,47,4,673.26
14505,17,8,5813.22
14506,17,5,1914.96
14507,23,6,1352.58
14508,22,2,259.68
14511,11,5,1314.81
14512,187,2,275.28
14513,100,3,455.59
14514,61,3,942.75
14515,17,6,2059.19
14517,33,2,330.45
14518,64,1,174.37
14520,1,2,270.6
14522,24,4,974.54
14523,108,1,241.09
14524,31,9,1819.98
14525,19,9,4144.45
14527,2,19,8504.44
14528,37,1,364.22
14529,60,3,540.07
14530,25,6,2798.31
14532,236,4,932.85
14533,24,7,1949.72
14534,2,18,4345.9
14535,60,3,2845.49
14536,259,1,170.1
14537,57,1,355.56
14538,64,2,388.25
14539,15,2,537.48
14540,9,3,909.06
14541,58,8,1447.55
14542,185,1,103.25
14543,28,16,3529.48
14544,24,2,1990.1
14546,5,5,2569.77
14547,3,8,3945.56
14548,150,2,652.8
14549,311,1,289.24
14550,10,2,749.12
14551,18,2,186.23
14552,151,1,163.37
14553,19,5,859.27
14554,10,4,2177.94
14555,57,2,300.94
14557,85,1,788.38
14560,7,19,2237.77
14561,75,3,1080.76
14562,3,18,4938.77
14565,95,4,2949.12
14566,110,1,1432.0
14567,56,2,1530.36
14569,1,1,227.39
14570,280,2,217.21
14572,3,7,2776.24
14573,179,9,1626.22
14576,372,1,35.4
14577,12,4,859.71
14578,3,1,168.63
14581,16,1,138.6
14582,40,1,114.11
14583,5,5,929.22
14584,169,4,1023.86
14585,50,1,157.05
14586,276,1,237.36
14587,18,9,1559.44
14589,371,1,39.75
14591,15,4,1209.48
14592,35,3,545.42
14593,21,3,616.31
14594,7,2,346.83
14595,19,6,1740.6
14597,11,2,849.33
14598,44,1,221.97
14600,305,1,393.33
14601,10,1,213.96
14603,274,1,660.0
14606,1,19,9370.52
14607,15,12,9370.52
14608,4,4,1785.15
14609,72,4,601.56
14616,242,3,406.08
14618,9,3,553.44
14619,245,1,394.44
14620,205,2,412.78
14621,1,5,1788.36
14622,184,1,320.58
14623,32,5,879.47
14624,57,2,225.85
14625,196,2,899.63
14626,23,4,2791.27
14628,91,2,671.96
14629,4,2,951.51
14631,50,3,1006.98
14632,262,1,114.56
14633,266,1,344.9
14636,36,2,609.85
14638,50,1,443.6
14639,52,6,2984.49
14640,24,6,2089.68
14641,21,1,110.46
14642,58,1,96.12
14643,170,2,693.81
14644,67,2,830.76
14645,156,2,597.09
14646,1,19,9370.52
14647,201,1,228.86
14649,4,4,1389.99
14651,67,2,652.9
14652,77,1,114.18
14653,1,7,1900.0
14655,8,4,1932.23
14656,169,2,291.05
14657,17,4,848.22
14658,5,2,247.15
14659,8,9,2529.93
14660,86,2,285.74
14661,26,1,107.95
14662,28,4,711.57
14664,19,2,634.59
14665,60,5,1835.7
14666,24,1,179.95
14667,10,19,9104.63
14669,241,3,1248.49
14670,280,2,375.25
14672,234,2,765.55
14673,3,5,1736.4
14675,16,1,588.39
14676,31,6,2548.24
14680,25,16,9370.52
14681,71,3,498.95
14682,187,2,52.0
14684,25,5,1170.04
14687,106,1,628.38
14688,7,19,5527.33
14689,208,1,112.8
14690,44,2,338.4
14691,30,5,2114.33
14692,137,4,591.55
14693,264,1,172.9
14696,4,7,2078.95
14697,218,2,188.61
14698,1,5,1183.78
14699,214,1,109.13
14700,32,3,2154.9
14701,10,9,2502.81
14702,1,17,3211.44
14703,14,1,318.17
14704,19,7,1408.67
14705,198,1,179.0
14708,2,3,1126.37
14709,15,13,4921.04
14710,14,4,592.83
14711,10,11,2813.39
14712,29,3,917.07
14713,9,11,2658.04
14714,24,1,160.19
14715,24,4,867.38
14716,43,2,285.34
14719,1,5,1561.55
14720,5,3,663.81
14722,147,1,172.92
14723,10,6,1085.11
14725,24,1,593.08
14727,274,1,268.58
14729,373,1,313.49
14730,1,8,1796.37
14731,47,3,380.02
14732,8,8,2702.49
14733,16,12,9370.52
14735,3,19,6050.69
14737,3,3,1164.55
14738,42,7,1314.45
14739,4,7,3902.28
14740,197,3,1448.21
14741,11,6,1400.34
14744,16,7,1099.98
14745,112,5,1220.26
14747,249,1,328.2
14748,29,5,1415.75
14752,43,1,389.64
14753,87,1,563.15
14754,44,2,638.05
14755,9,11,5010.28
14756,15,1,738.96
14757,75,1,420.5
14758,144,4,1484.06
14759,4,3,1625.97
14760,297,1,89.2
14761,58,2,255.9
14762,263,1,300.52
14764,46,1,278.3
14765,29,3,254.11
14766,8,6,2473.37
14768,17,2,192.6
14769,2,8,9370.52
14770,232,2,876.42
14772,112,1,139.26
14775,58,3,1011.9
14776,51,11,2538.3
14778,127,2,730.86
14779,280,3,386.15
14780,54,2,447.68
14782,319,1,200.1
14784,26,2,289.99
14785,10,2,77.4
14788,7,2,679.44
14789,28,1,197.64
14790,16,4,745.06
14792,63,1,6.2
14793,21,1,228.99
14794,2,7,1319.91
14795,166,1,131.45
14796,1,17,7926.93
14798,52,3,173.74
14799,51,1,157.7
14800,47,12,4323.84
14801,61,1,185.54
14803,162,3,845.55
14804,8,1,353.27
14805,15,4,538.15
14806,75,1,193.39
14808,39,8,2696.03
14810,40,11,2082.78
14813,369,2,150.33
14815,36,2,778.5
14816,197,1,271.85
14817,200,2,1010.34
14818,73,3,657.8
14819,64,2,272.07
14820,21,4,507.29
14821,366,1,48.8
14823,180,3,321.43
14824,10,4,1127.71
14825,3,12,2215.11
14828,196,3,2139.76
14829,29,4,697.55
14830,53,1,179.78
14834,17,6,1720.3
14836,10,3,102.45
14837,89,4,1649.5
14840,267,1,62.85
14841,53,6,3295.76
14842,43,4,2824.69
14844,63,4,3189.81
14847,148,1,309.4
14849,21,19,7930.54
14850,311,1,325.75
14851,23,2,511.35
14852,58,6,2836.69
14853,24,2,475.8
14854,78,7,2720.23
14855,119,2,645.65
14856,36,3,1269.68
14857,59,2,1173.12
14859,12,4,1353.74
14860,19,1,170.32
14861,52,1,125.79
14862,25,2,841.2
14863,29,1,266.76
14865,7,2,52.2
14866,10,11,9370.52
14867,185,3,710.28
14868,3,8,2953.59
14869,8,2,717.2
14870,261,1,327.25
14871,3,4,480.18
14873,210,1,519.68
14875,107,2,1465.32
14878,12,9,1466.64
14880,77,3,674.99
14881,19,1,255.4
14882,26,2,589.7
14883,18,6,761.59
14885,131,1,765.32
14886,252,1,364.8
14887,79,1,1862.0
14888,207,1,369.2
14889,336,1,135.9
14890,253,1,125.65
14891,148,2,554.38
14893,9,2,1237.85
14894,85,1,655.75
14895,7,19,9370.52
14896,204,2,468.77
14897,7,4,1366.38
14898,23,6,1235.1
14901,11,9,1421.29
14902,25,1,332.66
14903,21,5,2784.98
14904,2,2,1025.44
14905,157,2,616.15
14907,3,7,3501.1
14908,74,1,277.8
14910,2,4,434.35
14911,1,19,9370.52
14912,16,2,867.85
14913,35,4,1227.43
14915,91,2,307.48
14916,70,4,1268.98
14918,115,2,1610.15
14920,212,2,977.77
14921,30,2,1316.07
14923,50,1,749.1
14924,245,1,310.05
14929,32,1,223.88
14930,108,3,2353.06
14931,4,4,864.68
14932,365,1,313.53
14934,81,2,1890.94
14935,297,1,1784.71
14936,33,8,8137.02
14937,56,3,1621.88
14944,29,12,5900.25
14946,14,1,100.9
14947,72,2,290.82
14948,23,6,1101.97
14950,19,1,371.2
14951,79,1,311.69
14952,59,11,8099.49
14953,25,1,281.52
14954,12,1,253.53
14957,253,1,58.49
14958,147,3,467.78
14959,64,4,695.42
14960,8,2,221.27
14961,10,9,7044.68
14962,270,1,126.7
14963,9,5,1456.88
14964,247,1,206.21
14965,96,2,593.18
14966,14,1,174.72
14967,49,1,463.8
14968,30,1,147.59
14970,68,4,1592.06
14971,35,3,1079.39
14972,128,1,114.77
14973,107,3,1314.45
14974,37,1,65.49
14975,57,1,279.94
14976,57,6,774.86
14978,72,5,1911.32
14981,246,1,102.12
14984,19,2,191.47
14985,198,2,287.27
14987,15,2,326.4
14988,211,1,334.54
14995,38,2,230.73
14997,46,3,546.2
14998,170,2,399.87
15000,47,1,490.52
15002,115,4,1641.76
15004,147,1,1203.13
15005,15,19,6272.47
15006,51,1,459.97
15007,159,1,156.91
15009,12,3,1257.08
15010,35,1,308.94
15012,53,2,387.04
15014,43,2,256.42
15016,172,1,170.04
15017,33,1,125.58
15018,38,3,496.21
15019,266,1,239.62
15021,8,9,1832.4
15022,11,4,808.24
15023,3,11,6623.36
15024,9,10,1611.53
15025,33,1,348.56
15026,80,3,464.2
15027,30,4,1066.15
15028,8,4,627.13
15030,71,2,518.28
15031,4,4,638.24
15032,256,3,4959.1
15033,4,10,2524.39
15034,15,8,4239.71
15035,89,1,252.73
15036,72,3,406.07
15038,58,6,665.99
15039,9,19,9370.52
15041,170,1,179.51
15042,199,1,135.93
15043,31,1,537.0
15044,19,17,7598.98
15045,151,2,735.66
15046,9,15,4948.12
15047,269,1,343.62
15048,65,4,377.95
15049,273,1,121.17
15050,25,3,1693.29
15051,23,3,1375.11
15052,319,1,199.68
15053,4,3,690.11
15054,12,2,302.1
15057,275,2,1489.5
15058,25,11,2080.09
15059,40,9,1337.72
15060,8,4,284.16
15061,3,19,9370.52
15062,71,4,987.86
15063,213,1,370.8
15065,37,4,3158.13
15066,53,1,893.59
15067,78,3,1744.76
15068,46,2,553.36
15069,179,1,1109.53
15070,372,1,106.2
15071,93,2,982.07
15073,9,3,1043.41
15074,105,1,722.47
15075,77,1,773.03
15076,172,1,880.85
15078,7,19,9370.52
15079,212,4,895.61
15081,22,5,504.8
15083,256,1,88.2
15087,281,1,306.94
15088,21,2,1160.07
15089,10,6,2420.84
15090,308,1,381.32
15091,67,1,480.71
15092,215,2,457.81
15093,18,6,4597.02
15095,103,4,1370.6
15096,42,1,219.39
15097,4,1,248.08
15098,182,3,1595.4
15099,84,1,410.48
15100,333,3,876.0
15101,8,2,317.53
15103,31,2,703.36
15104,196,2,959.64
15105,18,7,2298.93
15106,17,5,1422.52
15107,311,6,319.5
15108,141,3,1159.25
15109,245,1,484.95
15110,23,4,996.1
15111,29,3,1567.48
15113,9,3,3409.14
15114,30,10,2760.56
15115,18,1,340.11
15116,17,4,1352.75
15117,14,5,1551.78
15118,134,1,244.8
15119,245,1,266.4
15120,133,1,358.82
15121,50,2,457.72
15122,114,3,1633.78
15123,7,2,2199.31
15124,22,2,184.19
15125,25,15,9370.52
15127,65,1,406.53
15128,60,4,1471.0
15129,50,11,3447.4
15130,169,1,330.11
15132,18,5,977.93
15133,127,3,982.42
15134,14,8,1387.99
15135,239,1,139.05
15136,2,4,1286.7
15139,239,2,178.96
15140,52,7,2354.25
15142,46,1,498.74
15143,225,1,259.45
15144,8,17,6580.44
15145,4,4,1194.73
15146,164,2,1327.16
15147,240,1,623.5
15148,10,1,301.29
15149,133,1,520.8
15150,17,10,5268.19
15152,9,13,4745.69
15153,31,1,329.25
15154,75,1,214.64
15156,1,3,961.49
15157,3,3,1936.07
15158,45,1,401.4
15159,1,19,9370.52
15160,357,1,158.16
15163,18,2,304.47
15164,68,3,806.11
15165,373,1,487.75
15167,320,1,154.6
15168,25,1,106.56
15171,331,1,1289.5
15172,8,5,1624.05
15174,322,1,135.75
15175,71,1,224.14
15178,260,1,40.5
15179,18,5,2206.95
15180,367,1,87.5
15181,66,3,689.48
15182,154,2,622.85
15184,29,2,397.64
15185,70,1,310.62
15186,14,2,411.41
15187,1,15,4762.18
15189,1,19,9370.52
15192,119,3,1044.32
15193,60,1,499.32
15194,3,15,7616.53
15195,2,1,3861.0
15197,10,3,1079.61
15198,92,2,193.64
15199,59,4,1268.7
15201,87,5,1236.54
15203,25,6,1827.8
15204,357,1,316.58
15205,85,2,653.24
15206,10,4,420.3
15208,1,5,870.12
15210,225,1,331.18
15211,60,2,894.41
15212,241,1,101.8
15213,318,2,328.35
15214,1,8,1661.44
15215,46,3,734.94
15216,87,1,96.6
15218,10,11,5756.89
15219,176,1,305.75
15220,51,6,1778.96
15221,366,1,403.25
15222,318,1,585.0
15223,225,2,755.75
15224,358,2,322.08
15225,234,1,409.4
15226,310,1,154.41
15227,36,5,1219.4
15228,66,4,3386.71
15230,239,2,429.6
15232,113,2,612.06
15234,276,1,197.0
15235,217,12,2247.51
15236,298,1,321.05
15237,1,4,1412.32
15238,29,3,1071.99
15239,10,2,780.59
15240,44,5,1706.57
15241,66,8,1756.44
15243,74,1,316.68
15244,65,2,631.57
15245,134,3,2515.84
15246,238,2,514.15
15247,122,1,356.0
15249,31,13,6688.46
15251,9,11,9370.52
15252,36,2,740.78
15253,16,5,918.2
15254,127,1,300.36
15255,66,1,890.85
15256,148,1,98.45
15257,283,1,317.15
15258,168,2,623.16
15260,100,7,1810.77
15261,135,1,254.82
15262,323,1,178.95
15263,106,1,156.51
15264,64,1,393.74
15265,151,2,1506.12
15266,338,1,119.3
15267,22,5,1717.36
15269,23,1,408.8
15270,15,7,2379.49
15271,7,15,2479.61
15272,57,2,721.94
15274,4,2,716.57
15275,37,1,615.14
15276,66,1,121.95
15277,46,1,255.9
15279,354,1,290.51
15280,172,1,113.12
15281,58,9,2332.15
15286,49,1,240.55
15287,22,2,486.69
15288,43,5,2306.52
15289,29,3,939.78
15290,4,18,7943.22
15291,25,14,4623.3
15292,201,1,175.84
15296,50,6,3672.86
15297,10,3,641.94
15298,2,12,4799.9
15299,67,6,3907.01
15300,64,1,496.44
15301,50,12,5029.55
15303,290,1,574.02
15304,60,8,694.4
15306,64,3,1174.35
15307,95,1,205.3
15308,274,1,310.47
15311,0,19,9370.52
15312,75,4,924.85
15313,110,1,52.0
15314,199,1,327.97
15315,64,2,570.5
15316,326,1,165.0
15318,3,1,312.62
15319,283,1,204.5
15320,44,1,267.13
15321,70,3,2748.31
15322,85,1,679.68
15325,103,1,161.19
15326,333,1,311.71
15327,52,1,208.75
15329,39,3,1049.7
15330,32,2,714.96
15332,366,4,1661.06
15333,208,1,1028.56
15334,156,3,347.02
15335,53,1,166.47
15339,66,2,574.07
15341,80,1,2020.52
15342,129,1,406.09
15343,87,1,364.5
15344,0,3,563.94
15345,45,1,393.54
15346,332,1,252.42
15347,366,1,201.6
15348,72,1,158.04
15349,158,2,454.01
15350,373,1,115.65
15351,12,7,1909.21
15353,254,2,763.22
15355,29,2,277.05
15356,31,10,2669.56
15358,4,19,8347.2
15360,39,1,427.93
15361,361,1,418.92
15363,372,1,326.0
15364,95,2,913.19
15365,25,7,2314.32
15366,75,2,602.51
15367,57,4,1877.59
15368,21,1,446.94
15370,40,7,2386.05
15372,137,1,2007.4
15373,8,12,2415.91
15374,128,1,168.0
15376,40,3,1209.76
15379,169,7,3703.29
15380,8,5,1690.26
15381,213,2,596.85
15382,14,6,5955.71
15384,169,2,642.41
15385,40,1,316.88
15386,186,1,394.14
15388,270,1,140.54
15389,172,1,500.0
15392,4,4,1535.53
15393,16,2,231.86
15394,9,4,2183.54
15395,325,1,107.45
15396,112,1,288.18
15397,289,1,94.0
15398,16,2,1345.53
15399,1,3,815.77
15400,92,5,716.2
15402,148,2,626.35
15405,189,1,349.1
15406,31,2,510.71
15407,33,4,1037.04
15408,264,1,267.18
15410,84,8,3450.84
15411,26,4,1338.98
15412,171,1,190.53
15414,9,3,774.9
15415,313,1,546.41
15416,64,4,3984.32
15417,85,1,508.8
15419,24,1,135.86
15421,58,4,950.36
15422,323,2,97.7
15423,38,1,43.5
15424,254,2,383.34
15426,19,5,1362.0
15427,33,3,1377.94
15428,15,1,93.78
15429,26,2,397.35
15432,23,1,171.19
15433,213,2,533.3
15434,8,5,1041.48
15435,22,1,149.29
15436,12,3,1022.14
15437,262,1,200.16
15438,131,1,156.58
15440,54,3,383.68
15442,248,1,594.0
15443,1,7,3190.27
15444,9,2,1405.41
15445,264,1,113.5
15447,330,1,155.17
15448,312,1,494.64
15449,26,3,974.52
15450,30,1,429.84
15452,29,3,518.23
15453,1,7,1355.17
15454,362,1,179.1
15456,283,3,421.96
15457,262,1,237.07
15458,25,1,161.64
15460,354,1,211.76
15462,94,3,234.6
15463,29,1,126.14
15464,338,1,1040.45
15465,19,18,7354.62
15466,85,1,334.53
15467,9,3,524.88
15468,51,2,467.51
15469,50,2,538.55
15471,2,1,439.48
15472,113,1,371.56
15473,14,7,1771.2
15475,77,1,454.11
15478,40,2,1358.42
15480,116,1,905.5
15482,15,11,9370.52
15483,161,4,218.66
15484,1,4,3586.51
15485,30,3,2554.0
15488,92,1,91.32
15489,22,3,1134.28
15491,95,6,3100.09
15492,28,2,659.46
15493,32,5,1905.02
15494,21,2,1261.93
15497,17,2,1262.2
15498,2,19,9370.52
15500,8,4,1131.56
15502,15,10,6923.98
15503,362,1,134.99
15504,81,1,52.83
15505,52,5,3610.96
15506,22,3,964.9
15507,171,1,459.36
15508,189,6,1000.27
15510,330,1,250.0
15511,11,5,891.83
15512,155,2,121.0
15513,33,19,9370.52
15514,12,11,3930.48
15516,44,3,62.43
15517,233,1,267.03
15518,64,8,1900.65
15520,1,1,343.5
15521,40,8,3000.2
15522,32,2,397.14
15523,84,1,412.01
15524,24,1,440.0
15525,2,3,641.15
15526,33,2,148.44
15527,18,8,2427.28
15528,254,1,229.33
15529,22,11,3933.92
15530,21,4,1492.27
15531,8,2,1937.34
15532,25,4,1538.63
15533,19,3,807.57
15535,173,4,469.4
15537,163,1,110.92
15539,7,1,538.46
15540,11,1,213.3
15541,114,1,85.13
15543,288,1,127.86
15544,9,9,3546.71
15545,54,2,285.22
15547,7,14,4866.36
15549,77,3,1665.91
15550,4,4,575.63
15551,36,1,436.06
15552,217,1,90.12
15553,60,1,420.63
15554,277,1,217.2
15555,12,16,4784.12
15556,24,1,279.77
15557,28,1,464.17
15561,11,4,800.59
15562,351,1,134.55
15563,22,3,1361.44
15565,50,2,173.16
15567,18,1,186.01
15568,2,3,758.29
15569,103,5,1375.71
15570,7,12,4135.87
15571,11,4,650.43
15572,4,7,2513.98
15573,31,2,567.93
15574,177,4,649.32
15576,37,1,902.07
15577,151,3,258.88
15578,162,1,127.1
15579,68,2,306.6
15581,156,10,713.23
15582,24,3,682.91
15584,23,4,716.61
15585,176,1,455.3
15587,50,4,913.68
15589,255,3,478.53
15592,46,1,388.58
15593,70,1,199.8
15594,15,5,1771.78
15596,100,5,1406.59
15597,35,1,324.57
15598,53,1,240.68
15599,26,2,761.74
15601,11,14,6776.56
15602,8,9,1297.87
15603,78,1,48.48
15604,52,1,216.39
15605,36,5,1198.23
15606,61,9,2920.16
15607,336,1,104.76
15608,28,4,1093.68
15609,184,1,298.48
15610,51,1,112.46
15611,9,11,1570.45
15612,36,2,195.15
15615,10,19,9370.52
15618,32,4,776.85
15619,10,1,336.4
15620,56,3,1553.18
15621,4,4,1293.03
15622,43,9,3709.56
15623,141,1,301.03
15624,116,4,588.13
15625,103,4,1534.26
15626,74,2,675.8
15628,4,9,2870.24
15630,45,2,1186.35
15632,15,8,3285.31
15634,17,1,243.55
15636,89,2,724.76
15637,52,1,223.36
15639,134,1,425.32
15640,4,15,9370.52
15641,105,4,1887.2
15643,191,3,664.0
15644,166,4,795.73
15645,18,1,611.59
15646,157,3,447.64
15648,204,2,621.65
15649,336,2,816.0
15651,36,3,646.3
15652,91,1,337.74
15653,92,2,877.44
15654,9,2,922.53
15655,243,1,560.67
15656,45,4,748.5
15657,22,1,30.0
15658,190,5,1024.1
15659,43,1,306.45
15660,25,9,1600.86
15661,317,2,309.8
15663,106,1,138.14
15664,50,1,386.43
15665,168,2,2202.41
15667,39,1,301.32
15668,217,1,76.32
15669,40,4,684.34
15670,296,1,173.05
15671,18,7,2657.13
15673,88,4,2619.04
15674,73,4,2111.89
15675,81,3,323.69
15676,18,3,3435.76
15677,49,1,657.23
15678,52,1,352.7
15679,24,4,781.28
